term,inpopular freq,popular freq
chavalas con,1,0
daros fuck,1,0
sabe rapear,1,0
pido por,1,0
hit por,2,0
la mami,1,0
bailar la,1,0
un hit,1,0
s humo,1,0
entrega de,1,0
cuando aparezco,2,0
la entrega,1,0
como shaq,1,0
shaq,1,0
los grammy,1,0
disir,1,0
el padriino,1,0
que disir,1,0
puesto como,1,0
rockeando en,1,0
brillas sã³lo,1,0
seis cifra,1,0
desnudas no,1,0
toma un,1,0
cabe mã,1,0
aparezco este,2,0
vaina ya,3,0
como petas,1,0
barras y,1,0
peluco tãº,1,0
ayuda que,1,1
malabar venimos,1,0
niro,1,0
desnudas,1,0
fino que,1,0
reciclas,1,0
como game,1,0
hundo con,1,0
sin ferrari,1,0
brillo mucho,1,0
creeros,1,0
estamos con,1,0
en miami,1,0
gorda,1,0
sobre canuto,1,0
haima estamos,1,0
por quilos,2,0
chain tenemos,1,0
nuestra haima,1,0
game con,1,0
aparezco fresco,1,0
eso tã³,1,0
estribillo mailer,2,0
nuestro arrasamos,2,0
quilos insuficiente,2,0
dar por,1,0
dos barras,1,0
mis trucos,1,0
cifra y,1,0
la gorda,1,0
malputo en,1,0
haima,1,0
hit sobre,1,0
bambiinos,1,0
tã³ los,1,0
dog y,1,0
sin relox,1,0
ferrari sin,1,0
ligo con,1,0
trucos estamos,1,0
bambiinos somos,1,0
sin alfombra,1,0
disir ahora,1,0
baba nã,1,0
tãº brillas,1,0
comba le,1,0
songa,1,0
sin shito,1,0
creeros unos,1,0
insuficiente â,2,0
no ayuda,1,0
punto eso,1,0
unos cracks,1,0
esta familia,1,0
como odb,1,0
si boss,1,0
reciclas lo,1,0
punani pero,1,0
chiquillos vienen,1,0
este vaina,2,0
vine pa,1,0
fame pero,1,0
know como,1,0
ele bambiinos,1,0
churro pero,1,0
yo brillo,1,0
salta mi,1,0
mailer x2,2,0
relox,1,0
petas toma,1,0
como sudan,1,0
no porfa,1,0
alfombra y,1,0
casi desnudas,1,0
malabar,1,0
nã mã,1,0
relox y,1,0
aparezco puesto,1,0
tenemos hit,2,0
de niro,1,0
forma pone,1,0
punani,1,0
tu peluco,1,0
pa vender,1,0
toques a,1,0
quilos,2,0
esas poposudas,1,0
con snoop,1,0
mami songa,1,0
churro,1,0
tenemos estilo,1,0
wayne al,1,0
un churro,1,0
gorda y,1,0
escupo hacemos,1,0
rapear si,1,0
panorama espaã,2,0
mucho como,1,0
poposudas,1,0
culo fino,1,0
ele ele,1,0
alquilo pero,1,0
snoop dog,1,0
como ross,1,0
odb en,1,0
niro no,1,0
shaq rockeando,1,0
kenoh aparezco,1,0
dog,1,0
locura a,1,0
padriino,1,0
sudan esas,1,0
con malputo,1,0
los chiquillos,1,0
grammy pero,1,0
fresco como,1,0
songa no,1,0
alquilo,1,0
si reciclas,1,0
sin punani,1,0
poposudas ya,1,0
yo alquilo,1,0
ross en,1,0
nahuel aparezco,1,0
estudio y,1,0
ele en,1,1
con chavalas,1,0
ndk se,0,1
gomita nueva,0,1
ju ndk,0,4
nahuel tengo,0,1
tu cagalera,0,1
banos y,0,1
y bellotas,0,4
jay trebino,0,1
ndk primo,0,1
estamos ya,0,1
polen amarillo,0,1
bamba barrio,0,1
con ju,0,1
cae pesado,0,1
neo llega,0,1
ele juan,0,3
que bellotas,0,1
maã aneras,0,1
hundred milion,0,8
milion trolas,0,2
bellotas en,0,1
mano seis,0,1
habrã hundred,0,1
te subas,0,1
cã³mete,0,1
milion calos,0,1
mos tu,0,2
hazte caso,0,2
gorras new,0,1
embutido,0,2
en colabos,0,1
todas be,0,2
aneras y,0,1
gorras be,0,1
palo ablandaron,0,2
michael jordan,0,1
huevas,0,1
calabozo somos,0,1
ndk,0,4
mame salmã³n,0,1
fresca home,0,1
gomita,0,1
compacto mi,0,1
aneras,0,1
vender nada,0,1
descalcito un,0,1
entro todo,0,1
de pozo,0,1
como corras,0,1
como flemas,0,1
era que,0,1
batacazo,0,1
jotas que,0,1
ndk hazme,0,1
y ju,0,1
descalcito,0,1
esto cae,0,1
pegas batacazo,0,1
mierda barrio,0,1
customizada pon,0,1
llega llã,0,1
hazme paso,0,2
suelto como,0,1
hundred,0,8
rodaos no,0,1
te pegas,0,1
subas a,0,1
ã alo,0,1
lomas,0,2
paso vamos,0,2
intro x2,0,1
beats barrio,0,3
jotas,0,2
cinco jotas,0,2
salmã³n,0,1
negro gorras,0,2
y ensã,0,1
somos michael,0,1
remesa,0,1
pon i,0,1
ya escapã³,0,1
bizness hundred,0,5
nahuel en,0,1
novia es,0,1
ndk entro,0,1
fãºmate la,0,1
ablandaron las,0,2
flemas maã,0,1
tã³ peluda,0,1
caso gorras,0,2
remesa siempre,0,1
el noroeste,0,1
caso barrio,0,1
kenoh vengo,0,1
noroeste al,0,1
s gorras,0,1
corras descalcito,0,1
engorda esa,0,1
pegamos en,0,1
bizness sube,0,1
caso i,0,1
y cueva,0,1
en compacto,0,1
ablandaron,0,2
rap boy,0,2
ju,0,4
bizness y,0,1
customizada,0,1
de huevas,0,1
las lomas,0,2
amigos gorras,0,1
trebino siete,0,1
embutido de,0,2
pega blancazo,0,1
espera a,0,1
peluda,0,2
bro da,0,1
batacazo i,0,1
bellotas si,0,2
juan de,0,10
su bamba,0,1
cã³mete este,0,1
queremos calabozo,0,1
jotas si,0,1
eso decimos,0,1
somos gomita,0,1
home i,0,1
parra o,0,1
siempre fresca,0,1
x2 hazte,0,2
todo suelto,0,1
gato ya,0,1
caso cã³mete,0,1
pesado como,0,1
al mediterrã,0,1
ele gorras,0,1
a vender,0,1
agujereã s,0,1
bambinos embutido,0,2
pegas,0,1
ya rodaos,0,1
milion guerra,0,1
a pisarã,0,1
bamba,0,1
be beats,0,3
estã customizada,0,1
nueva y,0,1
colabos tãº,0,1
pisarã s,0,1
secas estã,0,1
tã³s tus,0,1
tela como,0,1
primo grã,0,1
trolas,0,2
y pegamos,0,1
por balazos,0,1
alo a,0,1
seis anillos,0,1
pegamos,0,1
amarillo somos,0,1
balazos fãºmate,0,1
pisarã,0,1
blancazo,0,1
gorras frescas,0,1
lomas ya,0,2
vas desnudo,0,1
pozo y,0,1
peluda por,0,1
de bellotas,0,2
boy hundred,0,2
oã mos,0,2
noroeste,0,1
tema perra,0,1
salmã³n porque,0,1
decimos perra,0,1
milion,0,8
de caso,0,5
ensã,0,3
con juan,0,2
escapã³ bro,0,1
demanda engorda,0,1
ensã ©,0,3
ya oã,0,2
frescas,0,1
frescas polen,0,1
petao de,0,1
milion gorras,0,4
bellotas palo,0,2
voy petao,0,1
izquierda el,0,1
© ã,0,3
desnudo todavã,0,1
huevas y,0,1
cagalera,0,1
cagalera si,0,1
siete a,0,1
perra y,0,2
no cierra,0,1
la remesa,0,1
rodaos,0,1
bellotas paso,0,2
es tã³,0,1
falta tela,0,1
agujereã,0,1
caso negro,0,2
gorras agujereã,0,1
somos distintos,0,1
el skate,0,1
â esta,0,1
sistema este,0,1
parado a,0,1
pico nos,0,1
indigna me,0,1
problemã ticos,0,1
donde vi,0,1
tienen etiquetados,0,1
de idealismo,0,1
nustras,0,1
sentimiento de,0,1
de presa,0,4
acritud demostrare,0,1
tenemos predisposiciã³n,0,1
brinda la,0,1
rap siento,0,1
expresa lejos,0,4
ãºnicos el,0,1
me crispa,0,1
mãºsica la,0,4
espinas que,0,4
elija libre,0,1
pido respeto,0,1
su canciã³n,0,1
tu herida,0,4
barrios vivimos,0,1
hablados problemã,0,1
buscan revoluciã³n,0,1
juventud la,0,4
hijo como,0,1
shã,0,9
apartados del,0,1
gerra,0,1
sin acritud,0,1
graffiti el,0,1
sabe nuestro,0,1
raperos mal,0,1
seres ãºnicos,0,1
forma a,0,1
el break,0,1
abram,0,5
gente somos,0,1
cesa,0,6
odia ohhh,0,1
textos detestamos,0,1
de rebeldes,0,1
sigamos,0,1
nustras vidas,0,1
graffiteros escritores,0,1
presa muerden,0,4
en concreto,0,1
son realmente,0,1
demostrare la,0,1
cadenas lo,0,1
la crueldad,0,1
lo sepamos,0,1
juventud sin,0,1
expresa,0,4
lo conoce,0,1
somos almas,0,4
urbana que,0,1
surgen amigos,0,1
crispa y,0,1
mismo presidente,0,1
en seres,0,1
de terrorismo,0,1
un prejuicio,0,1
leyenda urbana,0,1
conocen nuestros,0,1
juzgado nustras,0,1
distinta creen,0,1
sera llevado,0,1
inventan por,0,1
como supero,0,1
tuvo su,0,1
nuestra guerra,0,1
que nuca,0,1
respete,0,1
revoluciã³n hip,0,5
precisa la,0,4
nos odia,0,1
yo sali,0,1
pronto sera,0,1
temor ahora,0,1
saben las,0,1
sigamos esconden,0,1
ser elija,0,1
impartiendo nuestra,0,1
muerden las,0,4
cornisa los,0,4
no sonamos,0,1
actitud que,0,1
sufriendo que,0,4
pregãºntale a,0,1
problemã,0,1
conocer nuestros,0,1
se elogie,0,1
insultan ohhh,0,1
generaciã³n sufriendo,0,4
esconden lo,0,1
y condiciã³n,0,1
delincuentes mal,0,1
tele no,0,1
revoluciã³n no,0,1
exigimos el,0,1
respeto para,0,1
ante todo,0,1
cultura surgen,0,1
indigna,0,1
break que,0,1
nos unamos,0,1
estribillo abram,0,4
etiquetados como,0,1
terrorismo nuestro,0,1
para lograr,0,1
sepamos,0,1
horror donde,0,1
vidas revoluciã³n,0,4
mi diferente,0,1
conoce el,0,1
pasiã³n sã,0,1
rap quien,0,1
crispa,0,1
la juventud,0,4
como son,0,1
ellos marcan,0,1
que pronto,0,1
nicos la,0,1
diferente que,0,1
aportamos nada,0,1
no cesa,0,6
escritores y,0,1
juventud,0,5
© inventan,0,1
han parado,0,1
palabra precisa,0,4
prejuicios somos,0,4
se expresa,0,4
escuchar ni,0,1
amistad gracias,0,1
lograr la,0,1
enjaulados y,0,1
mirado como,0,1
humorados exigimos,0,1
salimos por,0,1
cada ser,0,1
liberaciã³n la,0,4
nueva luz,0,4
del horror,0,1
sabemos no,0,1
esta actitud,0,1
nos callarã,0,1
tachan de,0,1
el graffiti,0,1
concreto a,0,1
nos tachan,0,1
ley que,0,1
se respete,0,1
hop somos,0,4
nos tienen,0,1
tachan,0,1
vivimos enjaulados,0,1
afecta que,0,1
nada fuera,0,1
ohhh somos,0,1
vencer a,0,1
nos brinda,0,1
juzgan por,0,1
© insultan,0,1
hacemos nos,0,1
skate el,0,1
marcan el,0,1
pãºblico lo,0,1
nuestros barrios,0,1
nuestra cultura,0,1
humorados,0,1
esta nuestra,0,1
contar las,0,1
nos conocen,0,1
nuestros textos,0,1
distintos pero,0,1
mirado,0,1
vidas creen,0,1
nos mi,0,1
nos juzgan,0,1
aportamos,0,1
llevado a,0,1
que sigamos,0,1
sus prejuicios,0,4
rap levanto,0,1
radio no,1,1
libre su,0,1
quiere nada,0,1
como esclavos,0,1
prejuicio de,0,1
sali del,0,1
y sentimiento,0,1
elogie,0,1
personas ante,0,1
florece en,0,4
rosa con,0,4
nuestra gerra,0,1
representa que,0,1
inicio ellos,0,1
siento orgullo,0,1
costado no,0,1
boys graffiteros,0,1
mismo nos,0,1
no conozcan,0,1
han mirado,0,1
tu cornisa,0,4
djs hoy,0,1
hablados que,0,1
y molesta,0,1
unamos para,0,1
hablados,0,2
n jamas,0,1
mal hablados,0,2
cesa la,0,4
me indigna,0,1
y pasiã³n,0,1
unamos,0,1
supero sus,0,1
esposas liberaciã³n,0,4
no aportamos,0,1
etiquetados,0,1
conocen realmente,0,1
mal humorados,0,1
y djs,0,1
ticos pregãºntale,0,1
vendan de,0,1
nos afecta,0,1
este impartiendo,0,1
ãºnicos capaces,0,1
idealismo de,0,1
su inicio,0,1
somos vidas,0,4
verdad gracias,0,1
pregãºntale,0,1
enorme juventud,0,1
rebeldes jã³venes,0,1
quien representa,0,1
tuyo hoy,0,1
elogie su,0,1
es shã,0,1
nuestra diosa,0,4
idealismo,0,1
conozcan el,0,1
orgullo lo,0,1
predisposiciã³n,0,1
todo tan,0,1
a conocer,0,2
respeto que,0,1
molesta esta,0,1
abram x2,0,1
almas somos,0,4
ohhh,0,3
juntos podemos,0,1
somos delincuentes,0,1
acritud,0,1
predisposiciã³n y,0,1
pã nicos,0,1
la rosa,0,4
nuestro pãºblico,0,1
jamas tenemos,0,1
sal para,0,4
gran leyenda,0,1
shã ©,0,9
y apartados,0,1
bestia que,0,1
abram somos,0,3
sepamos hablamos,0,1
graffiteros,0,1
nuestro lema,0,1
lo vendan,0,1
detestamos,0,1
esta nueva,0,4
realmente eso,0,1
gobierno y,0,1
demostrare,0,1
crueldad y,0,1
nuestra enorme,0,1
jã³venes mal,0,1
han juzgado,0,1
detestamos el,0,1
nuca tuvo,0,1
respete el,0,1
pablo de,1,0
convicciã³n,1,0
lo veã,1,2
acumulan no,1,0
santiago e,2,0
asã hacen,1,0
camuflando nuestro,1,0
s cuerdo,1,0
contigo hablamos,1,0
isabel le,1,0
relato personal,1,0
complicaciones va,1,0
llorando de,1,0
superarnos,1,0
su vigor,1,0
de admiraciã³n,1,0
tenemos hablar,1,0
crecer siguieron,1,0
nuestro ayer,1,0
exprime el,1,0
todo quedã³,1,0
camuflando,1,0
se acumulan,1,0
echen asã,1,0
requiere tiempo,1,0
filo pero,1,0
porque le,1,0
voluntad santiago,1,0
nuestro suelo,1,0
siempre metã,1,0
pero somos,1,0
modelo a,1,0
siguieron,1,0
buen humor,1,0
cdotas,1,0
y dedicaciã³n,1,0
piezas 19,1,0
volver vivo,1,0
le pitaban,1,0
sinceridad y,1,0
jugadas el,1,0
cuesta menos,1,0
el cole,1,0
no agacha,1,0
conocerlo,1,0
nosotros amigos,1,0
cole no,1,0
confiesa su,1,0
y aprendemos,1,0
acabar llorando,1,0
secretos mil,1,0
ser uno,1,0
el optimismo,1,0
amistad como,1,0
hacemos mayores,1,0
guste nuestra,1,0
nos cambiamos,1,0
hacen del,1,0
hacemos grandes,1,0
inspiraciã³n y,1,0
pasos junto,1,0
nuestra mierda,1,0
odias es,1,0
mil secretos,1,0
de noviembre,2,0
tengo ya,1,0
risas y,1,0
por sinceridad,1,0
suelo serã,1,0
cuida una,1,0
mc hace,1,0
fracasa,1,0
inquieta ã,1,0
en calidad,1,0
su buen,1,0
gente saben,1,0
una amistad,1,0
una fecha,1,0
acercaba a,1,0
llevã³ la,1,0
aunque parece,1,0
le confã,1,0
jurã³ por,1,0
es inspiraciã³n,1,0
le pesa,1,0
de irene,1,0
le vieron,1,0
destino te,1,0
admiro ser,1,0
esperada,1,0
mã nos,1,0
los oã,1,0
fecha,2,0
acabas de,1,0
cambiamos de,1,0
nombre alejandro,1,0
mc 19,1,0
de jaime,1,0
tiempos mejores,1,0
nunca acabas,1,0
de sergio,1,0
sin complicaciones,1,0
optimismo a,1,0
lazos jamã,1,0
mismo donde,1,0
fotos nos,1,0
versos â,1,0
agosto del,1,0
bueno asã,1,0
tanto reã,1,0
confiesa,1,0
bien digna,1,0
familia parte,1,0
cualquier casa,1,0
que sostenã,1,0
roces con,1,0
pena vivir,1,0
nos cunde,1,0
jurã³,1,0
aditivos hay,1,0
de conocerlo,1,0
yo presumo,1,0
nuestra condiciã³n,1,0
metã o,1,0
y exprime,1,0
apreciamos mã,1,0
exprime,1,0
devuelve,1,0
sea inseparables,1,0
de traje,1,0
86 deberã,1,0
nos echen,1,0
inventor del,1,0
si fracasa,1,0
santiago,2,0
alada alegrã,1,0
todo aquel,1,0
la gracias,1,0
considerables somos,1,0
tan especial,1,0
adriã,1,0
cielo nuestro,1,0
adriã n,1,0
parece de,1,0
ajeno pero,1,0
hacer puzles,1,0
aboga buenas,1,0
bicicletas,1,0
pitaban los,1,0
traje pero,1,0
rompan los,1,0
mejores mientras,1,0
es hablar,1,0
convicciã³n de,1,0
s alijos,1,0
encanto su,1,0
debilidad se,1,0
ser testigo,1,0
vivir cuesta,1,0
solas de,1,0
ves culto,1,0
ser segundo,1,0
hay diferencias,1,0
que merece,1,0
raquel santiago,1,0
s reã,1,0
ultraje de,1,0
noviembre,2,0
recuerdos soy,1,0
pinceladas creando,1,0
susto y,1,0
pinceladas,1,0
donde crecen,1,0
puzles,1,0
en momentos,1,1
acercaba,1,0
cunde la,2,0
alex y,1,0
estuviste al,1,0
gesto de,1,0
tienta lo,1,0
naciã³ una,1,0
mientras estã,1,0
baba de,1,0
hipo con,1,0
y admiro,1,0
diferencias considerables,1,0
nano mc,2,0
se acercaba,1,0
hoy quita,1,0
optimismo,2,0
alma inquieta,1,0
superarnos cada,1,0
sã lo,1,0
bamos contigo,1,0
mil anã,1,0
conservo en,1,0
cualquiera de,1,0
alejandro,1,0
a crece,1,0
l en,1,0
digna de,1,0
crecen las,1,0
impida que,1,0
y edu,1,0
vida cada,1,0
hermana raquel,1,0
menos ser,1,0
seã alada,1,0
luis de,1,0
lbum de,1,0
siempre aboga,1,0
puzles con,1,0
el inventor,1,0
llorando que,1,0
o mil,1,0
presente su,1,0
farsa de,2,0
de relato,1,0
error pide,1,0
pasando camuflando,1,0
y modelo,1,0
asã apreciamos,1,0
amistad requiere,1,0
le cierres,1,0
isabel,2,0
de pablo,1,0
de fotos,1,0
personal lo,1,0
falsedad tal,1,0
nada hay,1,0
alijos,1,0
pitaban,1,0
nos devuelve,1,0
sigue vive,1,0
uniã³ superarnos,1,0
alijos como,1,0
dos â,1,0
condiciã³n se,1,0
presumo ser,1,0
19 de,4,0
memoria cada,1,0
n alex,1,0
goce porque,1,0
las pinceladas,1,0
aditivos,1,0
con bicicletas,1,0
y arena,1,0
pide perdã³n,1,0
perdã³n porque,1,0
o 84,1,0
creando a,1,0
era justo,1,0
alguien tan,1,0
apreciamos,1,0
de debilidad,1,0
veo su,1,0
acumulan,1,0
aboga,1,0
mcs llenos,1,0
llanto como,1,0
sitio siempre,1,0
vigor y,1,0
esperanza que,1,1
se muestra,1,0
nosotros son,2,0
del 86,1,0
hablamos con,1,0
conoces los,1,0
dedicaciã³n ya,1,0
nos hacemos,1,0
por raquel,1,0
de adriã,1,0
como mcs,1,0
y voluntad,1,0
rebosa en,1,0
ya aunque,1,0
conocerlo y,1,0
son dentelladas,1,0
noviembre del,1,0
la convicciã³n,1,0
culto al,1,0
jugaba ã,1,0
tan esperada,1,0
impida,1,1
y cuido,1,0
las jugadas,1,0
admiraciã³n la,1,0
sin aditivos,1,0
e isabel,2,0
se rompan,1,0
cuido siempre,1,0
l sigue,1,0
hace cuatros,1,0
84,1,0
buenas intenciones,1,0
r mientras,1,0
cuatros aã,1,0
nota siempre,1,0
s llorando,1,0
siguieron sus,1,0
daban las,1,0
como agua,1,0
comerse el,1,0
cabeza confiesa,1,0
inventor,1,0
lo jurã³,1,0
sostenã,1,0
cdotas y,1,0
n tiempos,1,0
ayer los,1,0
mayores y,1,0
se caã,1,0
del delito,1,0
nos odias,1,0
persona por,1,0
alejandro al,1,0
especial que,1,0
intenciones sin,1,0
© cdotas,1,0
edu es,1,0
cierres,1,0
como cualquiera,1,0
arena o,1,0
historias conservo,1,0
puerta cuesta,1,0
que comerse,1,0
sin maquillaje,1,0
irene que,1,0
sus primeros,1,0
su encanto,1,0
el hipo,1,0
sergio y,1,0
humor yo,1,0
sostenã a,1,0
considerables,1,0
mayor tesoro,1,0
digna,1,0
al ultraje,1,0
las semillas,1,0
cunde,2,0
nueva tan,1,0
l cuida,1,0
crece mã,1,0
nos tienta,1,0
aprendemos el,1,0
del otro,2,0
algãºn lã,1,0
dentelladas que,1,0
irene,1,0
l os,1,0
fecha seã,1,0
rompan,1,0
sabios nos,1,0
jaime de,1,0
tanto risas,1,0
84 naciã³,1,0
devuelve la,1,0
cada muestra,1,0
86,1,0
su error,1,0
cierres la,1,0
que rebosa,1,0
l sabã,1,0
define su,1,0
como jugaba,1,0
personas asã,1,0
jugadas,1,0
nada impida,1,0
raquel,2,0
fracasa no,1,0
hicieron volver,1,0
asã nunca,1,0
aprendi lo,1,0
rebote,1,0
abrazan la,1,0
tirantes nunca,1,0
los porquã,1,0
pero aprendi,1,0
templanza dame,1,0
en ataque,1,0
cancha eso,1,0
juego saco,1,0
desmarcado,1,0
mi balanza,1,0
jugaba en,1,0
bandeja que,1,0
asã verã,1,0
cabeza busca,1,0
envidia caso,1,0
perdiamos,1,0
jugã³ y,1,0
rozã³,1,0
cada bote,1,0
con templanza,1,0
siempre dudã,1,0
avanza luchando,1,0
tras fallar,1,0
respiro la,1,0
asistencia,1,0
respetan y,1,0
una cancha,1,0
tuve sexo,1,0
los tirantes,1,0
equipaciã³n sentã,1,0
emocion de,1,0
van empate,1,0
ataque mi,1,0
comprender algãºn,1,0
me apalanquã,1,0
esfuerzo con,1,0
injusticia del,1,0
manga corta,1,0
representas,1,0
cuando mis,1,0
das el,1,0
dolor la,1,0
acariciaron,1,0
salida la,1,0
vida puede,1,0
ligero de,1,0
representas la,1,0
nunca jugã³,1,0
s salida,1,0
excitante siempre,1,0
eso equilibra,1,0
como explicã,1,0
vida levanta,1,0
cree q,1,0
del ego,1,0
el marcador,1,0
marcador y,1,0
amistad en,1,0
marcador,1,0
asã vivo,1,0
primera bandeja,1,0
pues tã,2,0
senti la,1,0
la coherencia,1,0
asi sigo,1,0
q esto,1,0
omiso el,1,0
saco jugo,1,0
pego representas,1,0
algãºn de,1,0
pabellã³n senti,1,0
parar retroceder,1,0
solas fallã,1,0
contemplando como,1,0
importante defiendo,1,0
peso derrocho,1,0
cada asistencia,1,0
campeon soy,1,0
y ligero,1,0
tiro si,1,0
le regala,1,0
comãºn al,1,0
campeon,1,0
tiro empate,1,0
vida aprieta,1,0
hermano con,1,0
20 van,1,0
ilusiã³n y,1,0
desmarcado asã,1,0
acariciaron el,1,0
apalanquã ©,1,0
templanza,1,0
balon,1,0
elegancia y,1,0
maravillosa respiro,1,0
reparto amor,1,0
perdiamos de,1,0
equilibra mi,1,0
con amor,2,0
asi todo,1,0
derrocho,1,0
cualquier compromiso,1,0
sico siento,1,0
equipaciã³n,1,0
energia,1,0
vienen de,1,0
defiendo con,1,0
hay rebote,1,0
yo paro,1,0
© todavia,1,0
y abrazan,1,0
ego arbitro,1,0
olvide del,1,0
todo avanza,1,0
paro soy,1,0
solo tiro,1,0
sentã el,1,0
compromiso asi,1,0
asistencia reparto,1,0
un compaã,1,0
fallã ©,1,3
estatura y,1,0
sexo el,1,0
derrocha energia,1,0
bandeja,1,0
mvp,1,0
me rozã³,1,0
doy de,1,0
roslo tuve,1,0
con muletas,1,0
como aprieta,1,0
vida asi,1,0
propio y,1,0
derrocha,1,0
dolor del,1,0
estatura,1,0
dedos acariciaron,1,0
explicar lo,2,0
bote solo,1,0
y derrocha,1,0
arbitro no,1,0
emocion,1,0
el balon,1,0
rebote en,1,0
tipo comãºn,1,0
con esperanza,1,0
todavia no,1,0
coherencia la,1,0
fallar el,1,0
frente soy,1,0
balã³n â,1,0
primera equipaciã³n,1,0
empate y,2,0
balon â,1,0
soledad tras,1,0
fallã,1,3
regala la,1,0
esperanza contemplando,1,0
encima los,1,0
que respetan,2,0
retroceder coger,1,0
jugã³,1,0
al crono,1,0
explicã roslo,1,0
no jugaba,1,0
la emocion,1,0
rozã³ mi,1,0
energia en,1,0
derrocho energã,1,0
cerebro es,1,0
mvp campeon,1,0
entero hoy,1,0
muletas,1,0
en pabellã³n,1,0
muletas aã,1,0
parar pues,1,0
si perdiamos,1,0
un balã³n,1,0
apalanquã,1,0
corro y,1,0
y comprender,1,0
de estatura,1,0
fiã ©,1,0
llevan manga,1,0
balã³n dame,1,0
ero desmarcado,1,0
crono asã,1,0
es mvp,1,0
antes si,1,0
correr pues,1,0
me fiã,1,0
coger impulso,1,0
aprieta como,1,0
sin excepciones,0,1
condiciones he,0,1
van unidos,0,1
nada he,0,1
crear un,0,1
impresindible que,0,1
al hacerlo,0,1
vivo he,0,1
presindible para,0,1
besar sin,0,1
convertirme en,0,1
valorarme a,0,1
preocupaciones ha,0,1
dias,0,1
sensacion,0,1
mas libre,0,1
clara he,0,1
demas he,0,1
presindible,0,1
que querer,0,1
que supone,0,1
invencible he,0,1
sensacion mas,0,1
vida nadie,0,1
hacerlo haga,0,1
decido recorrer,0,1
y presindible,0,1
unidos al,0,1
infalible ay,0,1
si corres,0,1
sigues vivo,0,1
y clara,0,1
cuanto tengas,0,1
ha evadir,0,1
abria,0,1
importa cuanto,0,1
ha mirar,0,1
excepciones ha,0,1
convertirme,0,1
en invencible,0,1
ojos hablan,0,1
a valorarme,0,1
corres tras,0,1
estos dias,0,1
espera he,0,1
consiguen convertirme,0,1
hay sensacion,0,1
venga si,0,1
supone crear,0,1
quererme un,0,1
poco mas,0,1
seguir por,3,1
mirada es,0,1
evadir preocupaciones,0,1
ha comprender,0,1
te merecera,0,1
hacer ha,0,1
de cualquiera,0,1
necesario y,0,1
solos la,0,1
impresindible,0,1
valorarme,0,1
dias a,0,1
no abria,0,1
querido que,0,1
al trabajo,0,1
merecera la,0,1
aprendido ha,0,1
hablan solos,0,1
tengas que,0,1
libre ha,0,1
vida todo,0,1
todo ocurre,0,1
ha besar,0,1
ay miradas,0,1
excepciones,0,1
recorrer he,0,1
merecera,0,1
es fuerte,0,1
aprendido en,0,5
ha seguir,0,1
es infalible,0,1
mirar sin,0,1
ocurre porque,0,1
abria nada,0,1
evadir,0,1
es impresindible,0,1
tras ellos,0,1
erizar los,1,0
perdiz,1,0
que mama,1,0
efes,1,0
bermudas aprendã,1,0
faena de,1,0
muera perderã,1,0
barrera,1,0
por fallarme,1,0
simple galgo,1,0
serpientes,2,0
de kelloggs,1,0
limpiarte todos,1,0
efes buscando,1,0
erizar,1,0
mires mi,1,0
orilla nadas,1,0
recientes,1,0
los esquemas,1,0
sanguã neos,1,0
sus palcos,1,0
drogas de,1,0
ser noble,1,0
quitaron tu,1,0
os mas,1,0
neos te,1,0
estar arto,1,0
rudo en,1,0
invisible libre,1,0
miras fijamente,1,0
sin aviso,1,0
noche mas,1,0
le escuchan,1,0
en serpientes,1,0
visible,1,0
gramos y,1,0
kelloggs,1,0
veces como,1,0
amor instinto,1,0
tus sesos,1,0
mundo paralelo,1,0
visto tantas,1,0
hasta odiarle,1,0
mato mato,1,0
del relato,1,0
tres niã,1,0
visible para,1,0
a erizar,1,0
nato te,1,0
dispuesta a,1,0
reconciliarnos,1,0
© rdete,1,0
estupideces,1,0
estilo pero,1,0
mas recientes,1,0
binio,1,0
un simple,1,0
pica el,1,0
no vacilo,1,0
problema piensa,1,0
sendero que,1,0
fallarnos,1,0
cosas pasan,1,0
un coã,1,0
un recurso,1,0
marco quise,1,0
reflejar,2,0
donde pica,1,0
placeres de,1,0
meses sabemos,1,0
nadas en,1,0
estos poemas,1,0
cielo mental,1,0
mental visible,1,0
te pusieron,1,0
escuece tambiã,1,0
suelo dejo,1,0
mismo en,1,0
doble porque,1,0
da libre,1,0
repaso mi,1,0
mamo,1,0
jack de,1,0
fijamente se,1,0
ves otro,1,0
puta condiciã³n,1,0
esta asustada,1,0
de feliz,1,0
recientes pero,1,0
te quitaron,1,0
durante meses,1,0
desde mequetrefes,1,0
cosas contarnos,1,0
alguien diferente,1,0
perdiz pero,1,0
vida ruda,1,0
vacilo de,1,0
masa despistado,1,0
haber lo,1,0
siento de,1,0
disfrazas de,1,0
boris vario,1,0
despistado como,1,0
era enamorarnos,1,0
nuestras cosas,1,0
donde escuece,1,0
agrada es,1,0
cuando mama,1,0
quieras hasta,1,0
reciclamos se,1,0
salpica pero,1,0
pinto el,1,0
dejo lo,1,0
cartero soy,1,0
buscarle,1,0
estamos no,1,0
nos reciclamos,1,0
lo apetecible,1,0
acuerdas del,1,0
el euskera,1,0
carretera nuestras,1,0
n sacuda,1,0
deci lo,1,0
mama llenaba,1,0
brazo repaso,1,0
tramo â,1,0
noble es,1,0
perdonarme,1,0
s lloro,1,0
apetecible,1,0
parental,1,0
en conmociã³n,1,0
rap hardcore,1,0
